ParkName,State,partySize,RateType,BookingType,Equipment,
Caribou Munroes,PE,2,Senior,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,5,Full,CampsitePermit,Tents,
Amherst Shore,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,LT40ft,
Caribou Munroes,NS,5,Full,CampsitePermit,LT20ft,
Battery,QC,6,Full,CampsitePermit,ST,
Ellenwood Lake,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Laurie,NS,3,Full,CampsitePermit,Tents,
Amherst Shore,ON,6,Full,CampsitePermit,Tents,
Smileys,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,3,Full,CampsitePermit,LT30ft,
Graves Island,NS,3,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,3,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,ON,7,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,ST,
Thomas Raddall,NS,1,Full,CampsitePermit,ST,
Battery,ON,2,Senior,CampsitePermit,ST,
Five Islands,NS,1,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Battery,ON,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Graves Island,NS,1,Full,CampsitePermit,ST,
Battery,ON,2,Full,CampsitePermit,ST,
Five Islands,NS,1,Full,CampsitePermit,ST,
Blomidon,NS,2,Senior,CampsitePermit,LT20ft,
Blomidon,QC,2,Full,CampsitePermit,LT30ft,
Graves Island,NS,3,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,LT30ft,
Blomidon,ON,1,Full,CampsitePermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Dollar Lake,NS,1,Full,CampsitePermit,ST,
Laurie,ON,3,Full,CampsitePermit,ST,
Smileys,NB,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,3,Full,CampsitePermit,LT20ft,
Smileys,NS,2,Veteran,CampsitePermit,LT30ft,
Mira River,NS,5,Full,CampsitePermit,LT30ft,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Five Islands,ON,4,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,3,Senior,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,ON,2,Full,CampsitePermit,LT20ft,
Smileys,NS,3,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Amherst Shore,ON,5,Full,CampsitePermit,ST,
Battery,ON,2,Senior,CampsitePermit,Tents,
Caribou Munroes,ON,2,Senior,CampsitePermit,ST,
Porters Lake,ON,2,Senior,CampsitePermit,LT30ft,
Porters Lake,NS,2,Full,CampsitePermit,LT40ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,LT30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Ellenwood Lake,NS,6,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Mira River,NS,2,Full,CampsitePermit,LT20ft,
Blomidon,QC,2,Full,CampsitePermit,ST,
Mira River,NS,2,Senior,CampsitePermit,LT30ft,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,ON,6,Full,CampsitePermit,LT30ft,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,Greater than 40ft,
Blomidon,NS,2,Senior,CampsitePermit,ST,
Porters Lake,NS,6,Veteran,CampsitePermit,Tents,
Porters Lake,NS,3,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,5,Full,CampsitePermit,LT20ft,
Mira River,QC,4,Full,CampsitePermit,LT20ft,
Blomidon,NB,2,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Battery,ON,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,ON,1,Senior,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,5,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Five Islands,QC,2,Senior,CampsitePermit,LT20ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,ON,1,Full,CampsitePermit,ST,
Ellenwood Lake,NB,2,Senior,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT40ft,
Blomidon,NS,3,Full,CampsitePermit,ST,
Battery,QC,2,Full,CampsitePermit,ST,
Laurie,NS,3,Full,CampsitePermit,ST,
Thomas Raddall,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Mira River,NS,3,Full,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,ST,
Smileys,NS,2,Senior,CampsitePermit,LT30ft,
Mira River,NS,5,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,LT30ft,
Amherst Shore,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Graves Island,ON,4,Full,CampsitePermit,LT30ft,
Whycocomagh,NS,2,Full,YurtPermit,Tents,
Rissers Beach,QC,2,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Veteran,CampsitePermit,LT30ft,
Boylston,NB,3,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Battery,NS,2,Full,CampsitePermit,ST,
Whycocomagh,ON,1,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
The Islands,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Smileys,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,3,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Amherst Shore,NS,5,Full,CampsitePermit,ST,
Cape Chignecto,NS,4,Full,BackcountryPermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,ST,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,ST,
Laurie,NS,6,Full,CampsitePermit,Tents,
Blomidon,NS,3,Full,CampsitePermit,Tents,
Cape Chignecto,NS,1,Full,BackcountryPermit,ST,
Mira River,NS,3,Senior,CampsitePermit,LT40ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,LT20ft,
Mira River,NS,2,Veteran,CampsitePermit,ST,
Thomas Raddall,NS,3,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,6,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,5,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,3,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Host,CampsitePermit,ST,
Graves Island,NS,3,Full,CampsitePermit,LT20ft,
Blomidon,QC,2,Senior,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,QC,1,Senior,CampsitePermit,LT30ft,
Caribou Munroes,NS,4,Full,CampsitePermit,LT30ft,
Rissers Beach,NS,6,Full,CampsitePermit,LT20ft,
Porters Lake,NB,2,Full,CampsitePermit,ST,
Smileys,NS,3,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Whycocomagh,NS,2,Senior,CampsitePermit,LT30ft,
Valleyview,NS,4,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,LT20ft,
Porters Lake,QC,2,Senior,CampsitePermit,LT20ft,
Salsman,NS,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,6,Full,CampsitePermit,LT30ft,
Laurie,NS,2,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,4,Senior,CampsitePermit,LT30ft,
Laurie,NB,2,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
The Islands,NS,4,Full,CampsitePermit,LT20ft,
Smileys,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,QC,2,Full,CampsitePermit,ST,
Rissers Beach,QC,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,6,Full,CampsitePermit,LT20ft,
The Islands,NB,3,Full,CampsitePermit,LT30ft,
Laurie,NS,4,Full,CampsitePermit,ST,
Graves Island,QC,3,Full,CampsitePermit,LT30ft,
Graves Island,NS,3,Full,CampsitePermit,ST,
Five Islands,NB,2,Full,CampsitePermit,LT20ft,
Graves Island,ON,4,Full,CampsitePermit,LT20ft,
Graves Island,QC,1,Senior,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,LT20ft,
Whycocomagh,ON,2,Full,CampsitePermit,LT30ft,
Mira River,NS,1,Senior,CampsitePermit,LT20ft,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,5,Full,CampsitePermit,ST,
Graves Island,ON,2,Full,CampsitePermit,LT30ft,
The Islands,QC,1,Full,CampsitePermit,ST,
Five Islands,NS,3,Full,CampsitePermit,ST,
Amherst Shore,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Senior,CampsitePermit,Tents,
Mira River,NS,4,Full,CampsitePermit,LT40ft,
Mira River,QC,3,Full,CampsitePermit,LT30ft,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,BC,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,4,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,LT40ft,
Caribou Munroes,NS,3,Full,CampsitePermit,ST,
Boylston,ON,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,ST,
The Islands,NS,3,Full,CampsitePermit,LT20ft,
Salsman,QC,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Smileys,NS,1,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,ST,
Amherst Shore,ON,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Whycocomagh,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,3,Full,CampsitePermit,Tents,
Amherst Shore,QC,2,Full,CampsitePermit,ST,
Whycocomagh,ON,4,Full,CampsitePermit,Tents,
Five Islands,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Smileys,NS,5,Full,CampsitePermit,LT30ft,
Laurie,NS,4,Full,CampsitePermit,Tents,
Caribou Munroes,ON,5,Senior,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Laurie,NS,4,Full,CampsitePermit,LT20ft,
Five Islands,NS,2,Full,CampsitePermit,ST,
Graves Island,QC,3,Full,CampsitePermit,LT20ft,
Laurie,NS,5,Full,CampsitePermit,Tents,
Blomidon,ON,2,Full,CampsitePermit,ST,
Graves Island,ON,3,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,ON,2,Full,CampsitePermit,ST,
Cape Chignecto,NB,2,Full,BackcountryPermit,ST,
Whycocomagh,ON,1,Full,CampsitePermit,ST,
Cape Chignecto,NS,1,Full,BackcountryPermit,ST,
Thomas Raddall,NS,4,Full,CampsitePermit,LT20ft,
Rissers Beach,ON,2,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,7,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,ST,
Caribou Munroes,NS,6,Full,CampsitePermit,LT40ft,
Battery,QC,2,Full,CampsitePermit,ST,
Caribou Munroes,QC,4,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,3,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
The Islands,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Laurie,ON,2,Full,CampsitePermit,ST,
Mira River,QC,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,LT40ft,
Five Islands,NS,3,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT30ft,
Salsman,NS,1,Full,CampsitePermit,ST,
Thomas Raddall,NS,1,Full,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,1,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,ST,
Blomidon,NB,2,Full,CampsitePermit,ST,
Battery,NS,1,Full,CampsitePermit,ST,
Rissers Beach,QC,3,Full,CampsitePermit,ST,
Whycocomagh,QC,3,Senior,CampsitePermit,LT30ft,
Whycocomagh,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,6,Full,CampsitePermit,LT40ft,
Rissers Beach,NS,2,Senior,CampsitePermit,LT20ft,
Whycocomagh,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Mira River,ON,2,Full,CampsitePermit,ST,
Blomidon,NS,1,Full,CampsitePermit,ST,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Full,CampsitePermit,ST,
Cape Chignecto,NS,3,Full,BackcountryPermit,ST,
Caribou Munroes,ON,2,Senior,CampsitePermit,ST,
Graves Island,QC,2,Full,CampsitePermit,LT20ft,
Blomidon,NS,3,Senior,CampsitePermit,Tents,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Amherst Shore,QC,4,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Five Islands,QC,2,Full,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,ST,
Blomidon,NS,2,Senior,CampsitePermit,LT30ft,
Boylston,ON,4,Full,CampsitePermit,ST,
Porters Lake,NS,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,1,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Smileys,NS,6,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Laurie,NS,6,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,4,Full,CampsitePermit,LT30ft,
Five Islands,NS,2,Full,CampsitePermit,ST,
Porters Lake,NS,4,Full,CampsitePermit,LT20ft,
Rissers Beach,ON,4,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,3,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,1,Full,CampsitePermit,ST,
Caribou Munroes,QC,2,Full,CampsitePermit,ST,
Porters Lake,NB,1,Full,CampsitePermit,ST,
Amherst Shore,NS,4,Full,CampsitePermit,Tents,
Smileys,NS,2,Senior,CampsitePermit,LT40ft,
Blomidon,NS,2,Full,CampsitePermit,LT30ft,
Ellenwood Lake,NB,2,Full,CampsitePermit,ST,
Whycocomagh,NS,5,Full,CampsitePermit,ST,
Blomidon,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Senior,CampsitePermit,LT30ft,
Ellenwood Lake,NS,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,ST,
Five Islands,QC,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Mira River,NS,6,Veteran,CampsitePermit,LT40ft,
Whycocomagh,PE,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,4,Full,CampsitePermit,LT30ft,
Five Islands,NS,2,Senior,CampsitePermit,ST,
The Islands,NS,3,Full,CampsitePermit,ST,
Cape Chignecto,AB,1,Full,BackcountryPermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Graves Island,NS,2,Full,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,LT20ft,
Caribou Munroes,NS,4,Full,CampsitePermit,LT30ft,
Graves Island,NS,3,Full,CampsitePermit,LT20ft,
Mira River,ON,3,Full,CampsitePermit,Tents,
Smileys,NS,4,Full,CampsitePermit,LT20ft,
Mira River,NS,3,Full,CampsitePermit,LT30ft,
Mira River,NS,5,Full,CampsitePermit,ST,
Thomas Raddall,ON,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT40ft,
Dollar Lake,NS,6,Full,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Smileys,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,3,Full,CampsitePermit,ST,
Cape Chignecto,NS,2,Full,BackcountryPermit,ST,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
The Islands,NS,6,Full,CampsitePermit,ST,
Graves Island,NS,1,Full,CampsitePermit,LT20ft,
Battery,NS,2,Full,CampsitePermit,LT20ft,
Graves Island,NS,3,Full,CampsitePermit,LT30ft,
Graves Island,QC,2,Full,CampsitePermit,ST,
Cape Chignecto,NB,4,Full,BackcountryPermit,ST,
Porters Lake,QC,2,Full,CampsitePermit,ST,
Battery,NS,2,Full,CampsitePermit,ST,
Porters Lake,ON,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Senior,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Senior,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Smileys,BC,2,Full,CampsitePermit,LT20ft,
Laurie,NS,4,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,1,Senior,CampsitePermit,LT20ft,
Battery,ON,2,Senior,CampsitePermit,ST,
Battery,ON,4,Full,CampsitePermit,LT30ft,
Mira River,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,4,Full,CampsitePermit,LT30ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Porters Lake,QC,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,2,Senior,CampsitePermit,ST,
Mira River,BC,2,Senior,CampsitePermit,LT30ft,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Dollar Lake,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,3,Full,CampsitePermit,LT30ft,
Whycocomagh,NS,5,Full,YurtPermit,Tents,
Porters Lake,ON,2,Full,CampsitePermit,ST,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Boylston,ON,2,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Dollar Lake,NS,6,Full,CampsitePermit,ST,
Ellenwood Lake,NS,3,Full,CampsitePermit,LT20ft,
Rissers Beach,NS,5,Full,CampsitePermit,LT30ft,
Five Islands,ON,3,Full,CampsitePermit,LT20ft,
Salsman,NS,2,Senior,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,NS,6,Full,CampsitePermit,Tents,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Porters Lake,ON,3,Full,CampsitePermit,ST,
Dollar Lake,NS,5,Full,CampsitePermit,ST,
Graves Island,NS,2,Senior,CampsitePermit,LT30ft,
Blomidon,NS,2,Senior,CampsitePermit,LT30ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT30ft,
Mira River,NS,2,Full,CampsitePermit,ST,
The Islands,NS,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Senior,CampsitePermit,Tents,
Five Islands,NS,2,Full,CampsitePermit,ST,
Mira River,QC,2,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Senior,CampsitePermit,LT40ft,
Rissers Beach,NS,4,Full,CampsitePermit,ST,
Cape Chignecto,NB,3,Full,BackcountryPermit,ST,
Cape Chignecto,ON,2,Full,BackcountryPermit,ST,
Caribou Munroes,ON,2,Senior,CampsitePermit,ST,
Valleyview,ON,5,Full,CampsitePermit,Tents,
Battery,NS,2,Senior,CampsitePermit,LT20ft,
Valleyview,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Mira River,QC,2,Full,CampsitePermit,LT20ft,
Dollar Lake,NS,3,Full,CampsitePermit,LT20ft,
Valleyview,NS,2,Senior,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,1,Full,CampsitePermit,ST,
Blomidon,QC,1,Full,CampsitePermit,ST,
Five Islands,QC,2,Full,CampsitePermit,ST,
Ellenwood Lake,NS,2,Full,CampsitePermit,ST,
Laurie,ON,2,Full,CampsitePermit,LT20ft,
Blomidon,NS,3,Full,CampsitePermit,LT20ft,
Laurie,QC,2,Full,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,LT20ft,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,2,Full,CampsitePermit,ST,
Graves Island,NS,4,Senior,CampsitePermit,LT40ft,
Five Islands,NS,2,Veteran,CampsitePermit,LT30ft,
Mira River,ON,4,Full,CampsitePermit,Greater than 40ft,
Rissers Beach,NS,4,Full,CampsitePermit,LT20ft,
Amherst Shore,NS,1,Veteran,CampsitePermit,ST,
Five Islands,NS,2,Full,CampsitePermit,ST,
Dollar Lake,ON,2,Full,CampsitePermit,LT20ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,ST,
Mira River,ON,2,Full,CampsitePermit,ST,
Five Islands,NS,1,Full,CampsitePermit,ST,
Battery,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,3,Full,CampsitePermit,LT20ft,
Blomidon,QC,2,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,6,Full,CampsitePermit,LT30ft,
Whycocomagh,NS,4,Full,CampsitePermit,LT30ft,
Thomas Raddall,ON,2,Senior,CampsitePermit,ST,
Laurie,ON,2,Full,CampsitePermit,ST,
Mira River,ON,2,Senior,CampsitePermit,LT30ft,
Porters Lake,ON,2,Full,CampsitePermit,ST,
Whycocomagh,ON,2,Senior,CampsitePermit,LT30ft,
Graves Island,NS,1,Full,CampsitePermit,ST,
Blomidon,NS,3,Full,CampsitePermit,ST,
Mira River,NS,2,Senior,CampsitePermit,LT20ft,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Thomas Raddall,QC,2,Full,CampsitePermit,LT20ft,
Porters Lake,NB,5,Full,CampsitePermit,ST,
Graves Island,ON,4,Full,CampsitePermit,ST,
Five Islands,NS,2,Host,CampsitePermit,ST,
Mira River,NS,3,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,ST,
Valleyview,ON,2,Full,CampsitePermit,LT20ft,
Porters Lake,NS,2,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Smileys,NS,6,Full,CampsitePermit,Tents,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Smileys,ON,2,Full,CampsitePermit,LT20ft,
Whycocomagh,NB,2,Senior,CampsitePermit,LT20ft,
Caribou Munroes,NS,2,Full,CampsitePermit,ST,
Blomidon,NS,5,Full,CampsitePermit,Tents,
Porters Lake,NS,1,Full,CampsitePermit,ST,
Five Islands,NS,5,Full,CampsitePermit,LT30ft,
Five Islands,BC,2,Senior,CampsitePermit,ST,
Dollar Lake,NS,4,Full,CampsitePermit,ST,
Mira River,NS,5,Full,CampsitePermit,ST,
Graves Island,QC,1,Full,CampsitePermit,ST,
Rissers Beach,ON,2,Senior,CampsitePermit,LT40ft,
Caribou Munroes,ON,2,Full,CampsitePermit,ST,
Porters Lake,QC,1,Full,CampsitePermit,ST,
Laurie,ON,5,Full,CampsitePermit,Tents,
Salsman,NS,2,Full,CampsitePermit,LT30ft,
Laurie,NS,1,Full,CampsitePermit,LT20ft,
Porters Lake,NS,2,Full,CampsitePermit,LT30ft,
Amherst Shore,QC,2,Full,CampsitePermit,ST,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Rissers Beach,NS,7,Full,CampsitePermit,ST,
Whycocomagh,NS,2,Full,CampsitePermit,LT30ft,
Porters Lake,QC,2,Full,CampsitePermit,LT20ft,
Caribou Munroes,ON,2,Full,CampsitePermit,LT20ft,
Five Islands,NB,4,Senior,CampsitePermit,LT20ft,
Mira River,NS,4,Full,CampsitePermit,LT30ft,
Porters Lake,NS,3,Full,CampsitePermit,ST,
Graves Island,NS,2,Full,CampsitePermit,LT30ft,
Salsman,NS,4,Full,CampsitePermit,LT30ft,
Blomidon,NS,2,Full,CampsitePermit,ST,
Graves Island,QC,2,Full,CampsitePermit,ST,
Mira River,NS,5,Full,CampsitePermit,LT30ft,
Salsman,NS,3,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,Greater than 40ft,
Thomas Raddall,NS,6,Full,CampsitePermit,ST,
Laurie,NS,2,Full,CampsitePermit,ST,
Caribou Munroes,NS,5,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Laurie,NS,4,Full,CampsitePermit,ST,
Mira River,QC,2,Full,CampsitePermit,ST,
Laurie,NS,1,Full,CampsitePermit,ST,
Blomidon,NS,3,Full,CampsitePermit,ST,
Five Islands,QC,4,Full,CampsitePermit,ST,
Smileys,NS,4,Full,CampsitePermit,ST,
Rissers Beach,NS,2,Full,CampsitePermit,ST,
Mira River,ON,2,Full,CampsitePermit,ST,
Thomas Raddall,NS,2,Full,CampsitePermit,LT30ft,
Valleyview,NS,2,Full,CampsitePermit,ST,
