ParkName,State,partySize,RateType,BookingType,Equipment,
Caribou Munroes,NB,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,ON,3,Senior,CampsitePermit,Single Tent,
Mira River,NS,6,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Laurie,NS,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS,3,Full,CampsitePermit,Tents,
Laurie,ON,2,Senior,CampsitePermit,Less than 20ft,
Battery,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NB,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,ON,2,Full,CampsitePermit,Single Tent,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,4,Full,BackcountryPermit,Cabin,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS,3,Full,CampsitePermit,Single Tent,
Battery,QC,6,Full,CampsitePermit,Tents,
Salsman,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Rissers Beach,QC,3,Full,CampsitePermit,Single Tent,
The Islands,NS,4,Full,CampsitePermit,Less than 20ft,
Smileys,NS,3,Full,CampsitePermit,Tents,
Thomas Raddall,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,2,Senior,CampsitePermit,Less than 40ft,
The Islands,NS,5,Full,CampsitePermit,Single Tent,
Cape Chignecto,ON,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,ON,3,Full,CampsitePermit,Single Tent,
Blomidon,ON,7,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,3,Full,CampsitePermit,Single Tent,
Battery,ON,2,Senior,CampsitePermit,Less than 40ft,
Laurie,NS,4,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,4,FULL,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,QC,2,Senior,CampsitePermit,Less than 30ft,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Senior,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,5,Full,CampsitePermit,Tents,
Graves Island,ON,2,Full,CampsitePermit,Less than 30ft,
Battery,QC,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 20ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,AB,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,5,Full,CampsitePermit,Less than 40ft,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Mira River,NS,5,Full,CampsitePermit,Single Tent,
Porters Lake,NS,6,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,3,Full,CampsitePermit,Tents,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,QC,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,5,Full,CampsitePermit,Less than 20ft,
Salsman,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Five Islands,QC,6,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Mira River,NS,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NB,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,PE,2,Senior,CampsitePermit,Less than 20ft,
Whycocomagh,NS,2,Full,CampsitePermit,Tents,
Blomidon,QC,6,Full,CampsitePermit,Less than 20ft,
Laurie,ON,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Five Islands,NS,1,Full,CampsitePermit,Single Tent,
Five Islands,NS,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,QC,2,Full,CampsitePermit,Less than 20ft,
Smileys,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,5,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,QC,2,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NB,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS,1,Full,CampsitePermit,Single Tent,
Laurie,NS,4,Full,CampsitePermit,Single Tent,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Smileys,NS,6,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,QC,1,Full,CampsitePermit,Single Tent,
Laurie,NS,6,Full,CampsitePermit,Single Tent,
Mira River,ON,1,Full,CampsitePermit,Single Tent,
Whycocomagh,NB,2,Full,CampsitePermit,Less than 20ft,
Laurie,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,2,Senior,CampsitePermit,Less than 30ft,
Rissers Beach,BC,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Senior,CampsitePermit,Single Tent,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 30ft,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Salsman,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,ON,1,Senior,CampsitePermit,Single Tent,
Dollar Lake,NS,6,Full,CampsitePermit,Less than 20ft,
Salsman,NS,6,Full,CampsitePermit,Tents,
Graves Island,NS,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 30ft,
Mira River,BC,2,Senior,CampsitePermit,Less than 20ft,
Thomas Raddall,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,2,Senior,CampsitePermit,Less than 30ft,
Salsman,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,5,Senior,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,QC,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Less than 20ft,
Whycocomagh,ON,5,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Tents,
Five Islands,NL,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,QC,4,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,6,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Tents,
Battery,NS,3,Full,CampsitePermit,Single Tent,
Valleyview,NS,3,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,5,Full,CampsitePermit,Single Tent,
Rissers Beach,BC,1,Senior,CampsitePermit,Single Tent,
Amherst Shore,QC,2,Full,CampsitePermit,Less than 20ft,
Whycocomagh,NB,6,Full,CampsitePermit,Single Tent,
Laurie,ON,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,NS,3,Full,CampsitePermit,Tents,
Rissers Beach,ON,2,Full,CampsitePermit,Less than 40ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Cape Chignecto,NB,3,Full,BackcountryPermit,Single Tent,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Graves Island,AB,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,AB,2,Full,CampsitePermit,Single Tent,
The Islands,ON,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,Full,CampsitePermit,Single Tent,
Salsman,NS,2,Full,CampsitePermit,Single Tent,
Whycocomagh,ON,2,Senior,CampsitePermit,Less than 20ft,
Battery,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 40ft,
Ellenwood Lake,NS,5,Full,CampsitePermit,Single Tent,
Amherst Shore,NS,4,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,4,Full,CampsitePermit,Tents,
Five Islands,BC,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,NB,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Thomas Raddall,NS,2,Senior,CampsitePermit,Less than 20ft,
Mira River,NS,3,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,3,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Tents,
Smileys,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,QC,2,Veteran,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,5,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,1,Full,CampsitePermit,Single Tent,
Blomidon,QC,2,Senior,CampsitePermit,Single Tent,
Whycocomagh,NS,5,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,ON,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,6,Full,CampsitePermit,Tents,
Blomidon,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 20ft,
Cape Chignecto,NS,1,Full,BackcountryPermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,2,Senior,CampsitePermit,Less than 30ft,
Mira River,SK,2,Full,CampsitePermit,Less than 20ft,
Graves Island,ON,1,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Veteran,CampsitePermit,Single Tent,
Smileys,NS,5,Full,CampsitePermit,Tents,
Graves Island,BC,1,Full,CampsitePermit,Single Tent,
Mira River,QC,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,ON,3,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Blomidon,NS,1,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Salsman,NS,6,Full,CampsitePermit,Less than 30ft,
Salsman,ON,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,ON,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Blomidon,NS,5,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Less than 40ft,
Whycocomagh,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,ON,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Mira River,NS,3,Full,CampsitePermit,Less than 30ft,
Mira River,NS,4,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 20ft,
Mira River,NS,3,Full,CampsitePermit,Less than 30ft,
Smileys,NS,2,Full,CampsitePermit,Tents,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,2,FULL,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Valleyview,NS,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,QC,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Veteran,CampsitePermit,Less than 40ft,
Mira River,NS,4,Senior,CampsitePermit,Less than 20ft,
Caribou Munroes,QC,2,Full,CampsitePermit,Single Tent,
Whycocomagh,QC,4,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,QC,2,Full,CampsitePermit,Single Tent,
Amherst Shore,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,5,Full,CampsitePermit,Tents,
Whycocomagh,NS,5,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB,1,Full,BackcountryPermit,Single Tent,
Mira River,NS,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Tents,
Laurie,NS,3,Full,CampsitePermit,Single Tent,
Amherst Shore,PE,3,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS,4,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,3,Full,CampsitePermit,Tents,
Smileys,NS,5,Full,CampsitePermit,Tents,
Battery,NS,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Mira River,QC,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,2,Senior,CampsitePermit,Less than 30ft,
Amherst Shore,NS,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,ON,5,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,ON,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,6,Full,CampsitePermit,Tents,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Graves Island,NS,6,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Graves Island,NS,1,Full,CampsitePermit,Less than 20ft,
Porters Lake,QC,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,5,Full,CampsitePermit,Single Tent,
Blomidon,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,QC,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS,4,Full,CampsitePermit,Less than 40ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS,2,Senior,CampsitePermit,Single Tent,
Caribou Munroes,SK,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Tents,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 30ft,
Boylston,ON,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NB,4,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,QC,5,Full,CampsitePermit,Single Tent,
Mira River,NL,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Blomidon,YT,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Tents,
Graves Island,ON,6,Full,CampsitePermit,Single Tent,
The Islands,ON,2,Senior,CampsitePermit,Less than 30ft,
Salsman,NB,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,2,Full,CampsitePermit,Single Tent,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,6,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS,4,Full,BackcountryPermit,Single Tent,
Smileys,NB,4,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,5,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,ON,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,QC,2,Full,CampsitePermit,Single Tent,
Whycocomagh,NS,2,Veteran,CampsitePermit,Less than 30ft,
Porters Lake,QC,2,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NB,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,4,Full,CampsitePermit,Single Tent,
Smileys,NS,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,3,Full,CampsitePermit,Less than 40ft,
Five Islands,ON,2,Full,CampsitePermit,Single Tent,
Graves Island,NB,2,Senior,CampsitePermit,Less than 30ft,
Thomas Raddall,NS,2,Full,CampsitePermit,Single Tent,
Battery,NS,3,Full,CampsitePermit,Tents,
Valleyview,ON,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,5,Full,CampsitePermit,Single Tent,
Porters Lake,NS,2,Veteran,CampsitePermit,Less than 40ft,
Dollar Lake,NS,2,Full,CampsitePermit,Tents,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Smileys,NS,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,2,Full,CampsitePermit,Tents,
Graves Island,NS,4,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,3,Full,CampsitePermit,Single Tent,
Mira River,NS,5,Full,CampsitePermit,Less than 20ft,
Mira River,ON,4,FULL,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Smileys,NS,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,5,Full,CampsitePermit,Less than 30ft,
Mira River,NS,1,Veteran,CampsitePermit,Single Tent,
Amherst Shore,QC,2,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS,5,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Salsman,BC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,BC,1,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS,4,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NS,2,Senior,CampsitePermit,Less than 40ft,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Whycocomagh,ON,2,Full,CampsitePermit,Less than 30ft,
Blomidon,AB,2,Full,CampsitePermit,Single Tent,
Battery,NS,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,QC,1,Full,CampsitePermit,Single Tent,
Ellenwood Lake,QC,3,Senior,CampsitePermit,Single Tent,
Cape Chignecto,BC,2,Full,BackcountryPermit,Single Tent,
Porters Lake,NS,5,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,YT,2,Senior,CampsitePermit,Single Tent,
Five Islands,NS,5,Full,CampsitePermit,Single Tent,
Porters Lake,AB,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,ON,2,Full,CampsitePermit,Single Tent,
Mira River,ON,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,5,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Less than 30ft,
Blomidon,NS,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,ON,2,Full,CampsitePermit,Tents,
Ellenwood Lake,NS,2,Senior,CampsitePermit,Less than 30ft,
Whycocomagh,ON,5,Full,CampsitePermit,Single Tent,
Porters Lake,NS,6,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS,2,Senior,CampsitePermit,Less than 30ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,2,Full,CampsitePermit,Single Tent,
Laurie,NS,3,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Mira River,NS,3,Full,CampsitePermit,Single Tent,
Dollar Lake,NS,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS,5,Full,CampsitePermit,Less than 20ft,
Porters Lake,ON,4,Full,CampsitePermit,Less than 40ft,
Valleyview,QC,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,BC,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,4,Full,CampsitePermit,Tents,
Porters Lake,NS,2,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS,4,Full,CampsitePermit,Less than 20ft,
Graves Island,QC,1,Full,CampsitePermit,Single Tent,
Caribou Munroes,ON,2,Full,CampsitePermit,Less than 20ft,
Mira River,QC,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,4,Full,CampsitePermit,Tents,
Five Islands,NS,2,Full,CampsitePermit,Single Tent,
Battery,BC,2,Senior,CampsitePermit,Single Tent,
Smileys,NS,6,Senior,CampsitePermit,Tents,
Amherst Shore,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS,8,Full,CampsitePermit,Tents,
Caribou Munroes,NS,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NB,2,Full,CampsitePermit,Single Tent,
Mira River,NS,3,Full,CampsitePermit,Less than 20ft,
Salsman,NS,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Graves Island,ON,5,Full,CampsitePermit,Single Tent,
Laurie,NS,2,Full,CampsitePermit,Single Tent,
Graves Island,NS,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS,3,Full,CampsitePermit,Single Tent,
Rissers Beach,AB,4,Full,CampsitePermit,Less than 30ft,
Five Islands,QC,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS,6,Full,CampsitePermit,Less than 40ft,
Laurie,NS,2,Full,CampsitePermit,Less than 30ft,
Graves Island,NS,3,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,ON,2,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,NS,1,Full,CampsitePermit,Single Tent,
Porters Lake,ON,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,5,Senior,CampsitePermit,Tents,
Blomidon,ON,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS,3,Full,CampsitePermit,Tents,
Rissers Beach,NS,6,Senior,CampsitePermit,Less than 40ft,
Cape Chignecto,NS,2,Full,BackcountryPermit,Single Tent,
Porters Lake,NS,2,Full,CampsitePermit,Less than 40ft,
Blomidon,NS,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS,4,Full,CampsitePermit,Single Tent,
Whycocomagh,QC,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,ON,2,Full,CampsitePermit,Single Tent,
Battery,ON,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,BC,2,Senior,CampsitePermit,Less than 20ft,
Five Islands,NB,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,QC,2,Full,BackcountryPermit,Single Tent,
Mira River,NS,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,ON,2,Full,CampsitePermit,Single Tent,
Five Islands,NS,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS,2,Full,CampsitePermit,Single Tent,
The Islands,NS,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS,3,Full,CampsitePermit,Single Tent,
Blomidon,NS,2,Full,CampsitePermit,Less than 30ft,
